58	3	53
84	3	50
40	8	104
44	5	70
85	3	81
76	30	48
85	3	67
77	28	89
10	19	0
2	32	38
27	0	96
74	19	84
29	3	108
4	5	44
28	3	103
110	32	42
39	33	125
70	20	12
37	6	28
10	14	27
38	2	49
114	30	58
85	12	28
81	5	67
76	1	58
32	19	103
110	4	84
70	25	35
4	5	48
17	3	90
62	26	61
10	7	37
84	1	29
7	3	87
85	3	75
20	0	19
76	20	100
120	5	9
72	6	85
84	3	117
0	6	100
56	5	18
106	6	37
77	17	91
16	15	94
31	15	16
70	15	94
29	3	11
109	2	98
112	0	128
83	19	29
14	3	108
96	12	85
123	3	13
66	19	84
40	12	67
0	3	98
121	0	42
127	2	36
58	12	85
77	17	32
27	16	75
70	7	28
0	0	40
93	15	94
77	33	115
86	17	31
112	0	39
44	3	89
44	19	37
103	7	40
29	7	37
101	0	77
96	3	9
66	2	31
120	5	98
125	19	103
87	12	100
100	3	81
8	0	120
63	7	90
57	3	58
102	5	30
28	6	7
37	1	100
22	39	23
27	16	109
97	3	96
95	15	94
0	8	110
29	1	85
37	3	9
70	7	50
37	1	50
91	14	20
87	12	89
104	32	42
20	0	14
132	7	87
132	3	89
93	15	16
0	6	50
25	15	16
84	1	90
85	12	130
108	3	90
91	3	100
108	12	50
89	3	90
118	4	0
108	6	100
105	21	0
125	5	74
48	7	90
74	19	73
106	15	94
102	3	58
83	15	16
76	1	96
115	3	89
54	16	11
41	19	50
96	12	81
56	19	103
52	22	29
18	15	94
10	3	103
41	19	84
37	6	103
39	9	83
64	3	29
97	5	132
50	12	117
48	19	103
86	17	79
26	16	11
19	2	36
91	7	37
20	10	91
92	3	108
60	2	49
31	5	105
115	3	14
0	16	11
64	4	84
45	15	94
58	3	90
97	2	107
129	16	117
31	5	17
79	3	100
115	19	90
91	7	103
83	2	107
90	2	40
84	6	7
105	21	90
84	1	58
20	10	24
20	0	7
18	5	98
129	0	14
48	3	87
30	3	87
43	5	105
58	6	108
38	4	90
28	12	100
65	2	101
90	6	84
77	23	84
87	6	14
89	3	14
35	15	94
57	16	56
105	14	57
91	25	35
96	13	58
103	3	131
132	19	50
11	2	107
108	6	0
56	0	48
28	12	81
0	3	9
103	4	34
65	0	86
73	6	128
13	4	111
132	3	87
125	3	103
100	3	87
51	9	33
66	14	20
43	19	37
7	16	98
123	4	2
132	2	46
2	32	123
4	19	7
74	19	103
63	2	30
74	5	70
131	19	84
90	12	89
51	24	72
39	3	58
63	7	29
40	1	84
21	2	69
39	9	35
42	4	0
71	3	40
105	19	29
2	32	39
64	2	1
59	4	37
131	0	15
36	2	46
28	3	6
15	3	89
77	17	103
95	15	16
84	12	103
80	15	94
97	3	100
103	12	28
86	17	70
85	6	73
7	1	84
96	3	53
115	2	31
85	12	18
108	2	106
7	6	29
63	7	96
91	19	103
59	4	0
84	13	0
37	16	75
34	6	50
40	12	56
83	18	29
58	6	7
9	24	13
66	14	87
73	14	26
13	4	51
37	1	103
131	15	94
122	22	84
50	6	96
62	26	110
105	19	103
7	6	40
129	10	22
39	33	97
56	0	91
92	15	94
50	12	103
122	4	103
62	15	16
97	3	29
99	30	85
84	1	108
17	2	31
26	0	90
86	17	108
29	8	51
92	5	91
76	30	17
40	6	7
12	0	70
56	19	90
92	3	84
74	2	32
70	14	96
51	9	41
96	13	87
111	15	16
45	16	98
48	14	87
99	26	9
19	0	73
0	6	37
90	1	84
15	7	40
56	0	15
90	6	47
24	5	10
85	3	50
125	5	43
103	10	91
10	5	132
89	3	103
14	12	56
96	3	98
111	32	38
110	4	29
40	12	98
28	3	11
105	2	30
28	12	3
106	6	68
34	30	58
76	30	125
21	15	94
0	7	37
26	0	7
7	3	12
90	3	67
73	7	37
131	5	117
54	16	3
3	5	131
10	7	73
50	12	109
39	9	105
95	4	40
60	15	94
57	0	7
50	6	40
17	5	30
5	6	85
95	4	7
59	4	50
61	10	35
129	0	73
57	10	24
38	4	29
72	15	16
24	5	125
30	15	94
7	6	103
5	2	69
42	29	16
66	2	126
27	10	48
87	10	132
86	17	4
77	17	132
102	5	63
45	35	20
109	2	46
129	16	98
96	3	67
31	3	87
31	3	84
87	12	98
103	6	13
82	19	40
37	16	53
83	21	0
72	1	84
90	1	108
16	2	46
29	3	9
129	36	22
116	3	51
50	10	132
115	7	7
39	17	15
90	7	7
126	19	40
70	2	126
54	0	73
57	0	28
104	32	128
96	3	29
76	1	7
29	12	11
132	14	20
14	12	12
90	7	37
54	0	40
103	6	77
37	6	84
77	28	32
77	28	4
51	32	60
10	25	35
22	16	20
92	5	24
40	3	3
129	10	66
50	3	120
79	5	17
104	32	118
15	7	103
128	7	50
132	3	50
39	33	132
89	6	108
27	2	54
86	2	95
0	6	73
50	7	90
39	33	44
11	5	98
42	15	94
122	4	37
48	14	26
22	31	97
91	2	15
31	3	96
15	3	40
87	12	9
99	6	84
84	3	58
86	17	127
24	19	90
39	23	40
112	0	42
39	33	79
77	33	125
43	5	48
71	19	84
40	12	130
21	0	87
110	5	104
39	17	74
85	6	100
61	32	77
108	12	89
57	10	70
58	3	108
100	12	12
102	19	50
37	15	16
118	17	100
95	29	94
0	6	84
24	5	30
37	4	99
20	0	56
122	1	58
39	17	17
39	28	48
128	7	28
100	2	108
68	2	106
73	6	37
50	6	58
39	17	63
97	3	50
128	9	41
26	16	109
57	3	96
91	2	31
31	2	30
20	0	87
9	2	98
110	32	80
42	4	40
106	6	14
128	9	119
79	19	40
101	34	60
10	19	29
70	14	129
65	15	94
58	12	14
125	3	40
100	3	84
22	19	29
29	10	132
96	6	84
71	5	30
35	19	73
15	3	87
105	19	40
65	34	77
31	3	14
43	5	63
86	17	84
76	22	84
35	19	90
15	19	50
129	16	18
40	3	103
50	1	108
128	3	104
50	6	7
48	7	84
39	17	31
113	2	69
15	19	90
87	6	100
15	5	48
96	12	53
12	5	53
29	8	111
61	10	33
37	6	90
58	3	81
110	10	82
45	16	26
92	3	28
87	3	99
77	17	79
118	17	48
108	12	53
0	6	47
1	15	16
128	7	103
29	13	103
84	1	85
99	1	87
114	30	28
52	1	90
19	0	90
110	15	94
96	12	98
29	2	49
63	7	100
58	3	89
58	12	108
100	3	28
66	15	94
50	6	72
88	15	16
129	10	70
59	2	69
58	12	109
102	3	96
97	2	32
123	2	49
87	12	108
85	6	28
111	32	123
77	28	108
74	5	63
10	3	14
100	12	120
95	4	103
24	19	50
74	3	85
34	6	68
29	2	103
63	2	46
58	6	28
32	5	10
93	2	88
71	2	126
27	16	117
75	5	117
39	28	105
9	5	53
103	12	90
91	14	100
18	24	13
0	1	87
96	3	3
129	0	100
118	17	89
66	7	85
44	5	30
62	2	36
27	3	58
50	7	7
48	3	84
91	3	89
100	12	130
84	13	7
63	14	28
50	12	75
89	12	90
82	19	29
97	3	14
41	21	73
20	16	9
58	12	103
86	17	71
38	4	37
90	6	73
125	5	30
47	15	16
17	3	100
37	3	6
90	6	7
24	2	126
0	3	100
87	3	96
37	1	87
50	6	28
115	3	58
77	23	0
30	3	14
75	19	40
6	5	11
129	15	94
10	2	46
40	3	53
129	16	56
73	14	20
58	6	37
70	4	131
56	5	75
26	0	108
77	17	63
84	6	50
66	3	96
44	19	7
14	10	15
64	3	84
76	30	31
58	2	87
128	9	35
26	10	115
104	9	33
59	15	94
37	13	7
68	6	87
76	1	103
111	42	16
7	6	39
121	15	94
131	5	120
88	2	46
100	3	34
22	31	79
63	7	73
71	25	35
86	4	84
77	17	100
4	3	40
58	2	49
93	26	57
18	5	117
73	6	96
84	7	0
120	5	130
40	7	50
73	6	85
111	10	83
20	10	48
14	6	106
85	2	100
87	6	47
129	16	12
91	14	96
83	2	82
20	15	94
132	19	90
19	37	21
40	7	0
66	5	115
92	19	29
99	30	87
7	6	100
108	12	117
47	6	89
66	15	16
99	26	120
12	0	91
10	14	57
102	3	40
67	2	107
10	19	90
13	4	62
28	3	34
51	32	1
58	12	89
50	3	56
50	3	100
43	3	14
10	19	84
31	3	100
