2289	14	2206
5	0	1367
2330	6	2124
2356	13	397
107	4	247
1242	24	2409
2563	0	716
181	0	1174
2336	3	1755
326	17	529
1268	0	90
469	0	453
2603	0	716
1511	17	2150
207	0	1496
724	6	2520
773	16	324
1871	0	90
796	0	453
222	0	321
1637	0	878
645	0	1847
2664	5	2624
1498	1	1232
341	0	2123
298	20	84
1523	1	1232
22	1	1232
9	2	637
1087	1	324
1280	0	1367
2190	30	623
319	17	529
982	0	1825
2137	3	1719
1294	0	90
1276	19	7
2476	2	637
1483	1	1232
350	0	567
1939	1	310
2506	0	1834
1391	0	516
2033	2	334
2409	22	591
1394	0	523
384	16	591
612	0	2005
218	0	1847
2000	5	2221
2621	0	716
1980	2	623
932	2	623
2375	9	433
826	0	90
967	8	2520
1462	3	1378
1339	0	1496
1462	9	1132
2347	3	1378
1977	1	517
1993	12	2285
1169	2	334
984	0	1043
420	23	175
1882	2	334
2594	0	2153
362	0	516
1613	7	517
2582	3	1135
2376	0	90
2467	0	1174
2342	3	2440
1410	0	1496
1548	17	2150
1605	0	89
2072	24	2124
1972	2	623
2485	22	591
549	0	90
144	0	2123
1862	14	2520
154	13	1937
1525	13	487
390	0	2123
2543	3	2423
1699	0	438
1712	1	1232
2145	1	2283
1191	0	2438
1768	0	1174
1017	0	1419
1131	11	1611
2109	0	1419
536	0	1763
641	0	453
2431	0	1594
734	0	1496
1537	1	324
1337	2	334
1267	0	1496
1371	16	1232
483	0	1174
2054	1	1424
1867	0	1825
441	2	334
1359	0	1367
1794	4	247
1369	0	2005
1994	3	1755
965	0	1521
2161	6	1231
1756	0	2421
2084	1	591
1033	8	2520
1695	0	1496
1695	0	1847
2081	2	637
2199	0	1521
1006	0	1521
2615	6	2185
893	5	2314
2317	1	1621
103	0	2421
2419	0	638
1550	0	681
772	5	57
1498	0	567
2311	3	1627
1266	0	878
787	17	2035
1125	17	529
1757	4	256
1007	0	1367
2114	0	321
1664	0	1496
272	0	1419
302	0	89
497	0	1043
1733	0	567
1450	2	623
2244	1	591
751	11	1656
2114	9	482
2630	0	735
2320	9	269
52	0	1825
1531	0	90
850	8	2037
1044	1	591
2068	3	1719
2249	0	681
724	3	1164
21	3	2387
1346	0	90
2069	0	1847
1824	0	2434
143	1	1424
2647	14	538
1100	1	1232
1871	0	1419
181	19	2124
1946	31	78
469	0	18
2001	13	359
1608	2	623
670	0	2123
907	13	1859
1803	2	334
1284	3	648
2041	3	2186
176	0	2421
2302	14	2124
2316	1	1621
1604	5	1861
813	2	637
1111	0	1847
427	3	1635
998	6	2520
2212	3	2186
915	0	1521
1889	0	2421
1716	0	2123
1545	1	1489
1892	6	2450
2131	1	1621
2334	1	591
627	0	999
2591	0	1384
796	0	1496
520	0	90
1738	5	2624
128	0	1909
193	1	324
2386	14	49
326	0	2123
694	6	2037
201	1	591
1001	0	1496
2141	0	1851
1081	13	1859
56	0	567
1279	0	1419
1331	0	90
1433	0	2438
2677	13	359
1789	3	329
220	0	1419
1563	0	2153
1777	11	1722
177	0	735
135	2	623
2565	0	453
800	2	334
604	0	90
1023	0	1496
611	2	315
1538	0	1397
2056	0	1609
2034	0	1521
663	1	310
844	1	324
888	0	1419
2408	0	1851
2309	13	372
1450	14	2139
2372	0	516
324	30	623
1055	1	591
991	1	1232
2384	1	517
2670	13	451
1008	1	310
1484	0	90
277	14	2450
489	0	1174
615	16	1232
140	0	1496
895	13	267
179	0	1521
1977	19	2124
1970	14	2037
584	0	453
1446	14	2520
2055	17	529
